"GUID","synth1","synth3","synth4","synth2","synth round 1 age","synth round 2 age","synth round 3 age","synth round 4 age"
1055282424,,,11536,,"45-54","45-54","55-64","55-64"
-960722195,4956,,,2822,"25-34","35-44","35-44","35-44"
1595511642,2674,,,1851,"16-24","25-34","25-34","35-44"
1607975565,,,,3606,"25-34","25-34","35-44","35-44"
808746152,4137,,,,"55-64","55-64","65-74","65-74"
1825362035,,,,6239,"16-24","16-24","25-34","25-34"
-2119845927,,8156,,,"25-34","25-34","35-44","35-44"
-138569173,2372,,,,"25-34","35-44","35-44","45-54"
1376611599,,6777,,,"35-44","35-44","45-54","45-54"
-1196143672,5187,,,,"35-44","45-54","45-54","45-54"
-741747894,3233,,,,"35-44","35-44","45-54","45-54"
-48913451,6558,,,3465,"25-34","25-34","35-44","35-44"
-1201805270,,9311,,,"45-54","55-64","55-64","55-64"
-1512614393,6585,,,,"25-34","25-34","35-44","35-44"
1444892423,,5880,,,"25-34","25-34","25-34","35-44"
-1233278069,,,16250,,"25-34","25-34","35-44","35-44"
-1935409501,2413,,,,"25-34","25-34","35-44","35-44"
570466020,2243,,,,"25-34","25-34","35-44","35-44"
1434376303,3953,,,,"35-44","45-54","45-54","55-64"
1756742540,1137,,,,"25-34","25-34","35-44","35-44"
1957327306,,6719,,,"16-24","25-34","25-34","35-44"
869136858,2051,,,,"25-34","35-44","35-44","35-44"
-1358555777,,,16281,,"0-15","16-24","16-24","25-34"
-1249827292,4269,,,,"16-24","25-34","25-34","35-44"
-1470428436,3088,,,,"0-15","0-15","0-15","0-15"
508124131,3001,,,,"25-34","35-44","35-44","45-54"
-257211387,220,,,,"35-44","35-44","45-54","45-54"
-1101467909,1130,,,,"25-34","25-34","35-44","35-44"
-1016445878,,,,5289,"16-24","25-34","25-34","25-34"
1673980114,,,10180,,"16-24","16-24","25-34","25-34"
262105574,5855,,,,"35-44","35-44","45-54","45-54"
-545965582,,,,3219,"35-44","45-54","45-54","55-64"
868048714,1615,,,,"45-54","45-54","55-64","55-64"
-1713460744,3057,,,,"55-64","55-64","65-74","65-74"
288619142,,,16454,,"0-15","16-24","16-24","25-34"
133393710,,,2343,,"25-34","35-44","35-44","35-44"
2010917024,678,81,"81,4646",81,"45-54","55-64","55-64","65-74"
458156477,4244,,,,"25-34","25-34","35-44","35-44"
-2081472134,,7131,,,"35-44","45-54","45-54","45-54"
-1536936156,292,,,,"25-34","25-34","35-44","35-44"
-572908030,2231,,,,"25-34","35-44","35-44","45-54"
-1759015156,2619,,,,"35-44","45-54","45-54","55-64"
1730559023,,,,3740,"16-24","25-34","25-34","35-44"
-1847592517,1541,,,,"25-34","25-34","35-44","35-44"
-2102194647,,5351,,5351,"25-34","25-34","35-44","35-44"
-376744337,3044,,,,"25-34","35-44","35-44","45-54"
-1090457234,,,16493,,"16-24","16-24","25-34","25-34"
-1998903989,,7000,7000,,"16-24","16-24","25-34","25-34"
1124117283,352,,,,"45-54","45-54","55-64","55-64"
1864798612,,,,4566,"25-34","35-44","35-44","45-54"
1485304418,1309,,,,"35-44","35-44","45-54","45-54"
-1410209196,6108,,,,"65-74","65-74","75-84","75-84"
590873681,,,16561,,"16-24","16-24","25-34","25-34"
-1494703905,1532,,,,"25-34","25-34","35-44","35-44"
1783446405,,8526,,,"16-24","16-24","25-34","25-34"
-568433700,5121,,,,"35-44","45-54","45-54","55-64"
651140337,5662,,,,"45-54","55-64","55-64","65-74"
1119170939,5132,,,,"25-34","25-34","35-44","35-44"
-1321965217,278,,,,"25-34","35-44","35-44","35-44"
-947088496,,8892,,,"25-34","35-44","35-44","45-54"
-266488105,,,,4277,"45-54","45-54","55-64","55-64"
-1647903951,,6293,,,"45-54","45-54","55-64","55-64"
-532776667,2373,,,,"55-64","65-74","65-74","65-74"
1000870852,4639,,,,"45-54","55-64","55-64","65-74"
-266765645,,,,5055,"16-24","16-24","25-34","25-34"
-1439716487,74,,,908,"65-74","65-74","75-84","75-84"
1799489026,,,12615,,"25-34","25-34","35-44","35-44"
2051062413,,5617,,5617,"16-24","16-24","25-34","25-34"
2012165517,2888,1968,,1968,"35-44","35-44","45-54","45-54"
22812744,,,,4140,"25-34","25-34","35-44","35-44"
176342510,,8677,8677,,"16-24","25-34","25-34","25-34"
935000332,,,10293,,"0-15","0-15","16-24","16-24"
1677560606,,,16355,,"0-15","16-24","16-24","25-34"
2135859595,4614,,,2709,"35-44","35-44","45-54","45-54"
57833611,,,12902,,"0-15","0-15","0-15","16-24"
1162300241,,,10137,,"16-24","25-34","25-34","35-44"
2115162929,5448,,,2991,"25-34","25-34","35-44","35-44"
174280106,2195,,,,"35-44","35-44","45-54","45-54"
338087015,3222,,,,"25-34","25-34","35-44","35-44"
1373357399,,,,4743,"25-34","25-34","35-44","35-44"
-1892360085,,7748,,,"16-24","16-24","25-34","25-34"
1621399688,,,10183,,"0-15","16-24","16-24","16-24"
1783790251,6397,,,,"25-34","35-44","35-44","35-44"
1606476752,,,12737,,"45-54","45-54","55-64","55-64"
1497785173,3701,2303,,2303,"45-54","45-54","55-64","55-64"
-1082179648,,,,42,"35-44","35-44","45-54","45-54"
424502923,4421,,,,"25-34","35-44","35-44","35-44"
1872951545,,,,6115,"16-24","25-34","25-34","35-44"
748600818,4007,9493,,4009,"25-34","25-34","35-44","35-44"
950030524,,8675,,,"16-24","16-24","25-34","25-34"
-2007914028,5246,2946,,,"16-24","25-34","25-34","35-44"
785328066,,5254,,5254,"25-34","35-44","35-44","45-54"
1227056002,2412,,,,"25-34","25-34","35-44","35-44"
1651105162,,7499,,,"25-34","35-44","35-44","35-44"
1281901136,,"6965,8075",,,"16-24","25-34","25-34","25-34"
1226582248,2876,,,,"25-34","25-34","35-44","35-44"
1238843096,,6946,,,"16-24","25-34","25-34","35-44"
-1916247091,,7838,,,"16-24","25-34","25-34","35-44"
1303026647,182,,,,"55-64","55-64","65-74","65-74"
-332430288,1712,,,,"25-34","25-34","35-44","35-44"
-194249661,,,,5480,"45-54","45-54","55-64","55-64"
-1551872473,5948,,,,"25-34","25-34","35-44","35-44"
-1630006735,,,,2862,"25-34","25-34","35-44","35-44"
-1392846850,,7055,,,"16-24","16-24","25-34","25-34"
1329855116,2262,,,,"25-34","35-44","35-44","35-44"
185096207,,7392,7392,,"16-24","25-34","25-34","35-44"
-1546718585,1383,"1367,9380",1367,1367,"25-34","35-44","35-44","35-44"
1154336225,424,,,,"25-34","35-44","35-44","35-44"
1493811286,,,,3541,"35-44","35-44","35-44","45-54"
-469469336,26,880,,880,"35-44","35-44","45-54","45-54"
-235933034,,,10229,,"0-15","16-24","16-24","16-24"
1462815599,,4473,,4473,"16-24","16-24","25-34","25-34"
-307738782,,,,5445,"25-34","25-34","35-44","35-44"
-86340114,,,8875,,"16-24","25-34","25-34","35-44"
291625114,,,,6315,"16-24","25-34","25-34","35-44"
1077247686,,1221,,1221,"25-34","35-44","35-44","45-54"
2003048417,,,,5404,"25-34","35-44","35-44","45-54"
1778431117,,7063,,,"16-24","16-24","25-34","25-34"
-1226477443,5915,,,,"35-44","35-44","45-54","45-54"
1557598608,,,10203,,"25-34","25-34","35-44","35-44"
1024121276,,,,6110,"16-24","25-34","25-34","25-34"
-1761337039,"3087,4338",2586,,2586,"55-64","55-64","65-74","65-74"
-1800777677,,6771,,,"16-24","25-34","25-34","25-34"
-837042619,,,14187,,"16-24","16-24","25-34","25-34"
-481205793,,5834,,5834,"16-24","25-34","25-34","25-34"
-440398031,,,11554,,"16-24","16-24","25-34","25-34"
480574096,,9365,,,"25-34","25-34","25-34","35-44"
826470123,,,,5877,"16-24","16-24","25-34","25-34"
-297899629,,,10322,,"25-34","35-44","35-44","45-54"
-146960639,4869,,,,"25-34","25-34","35-44","35-44"
-584892874,4276,,,,"55-64","55-64","65-74","65-74"
-1110018413,,8757,,,"25-34","35-44","35-44","45-54"
1903364773,"1109,5581",,,3073,"25-34","35-44","35-44","45-54"
-926960034,,7549,,,"16-24","25-34","25-34","35-44"
396762795,322,,,,"35-44","35-44","45-54","45-54"
-2009600797,,,,5295,"35-44","35-44","45-54","45-54"
1668422352,,6825,,,"16-24","25-34","25-34","35-44"
-881475930,4171,,,,"25-34","35-44","35-44","35-44"
1116428023,5524,,,,"35-44","35-44","45-54","45-54"
1462806497,3041,,,,"45-54","45-54","55-64","55-64"
-1678688978,21,,,,"35-44","35-44","45-54","45-54"
855525736,5872,,,,"25-34","25-34","35-44","35-44"
2140257271,,4380,,4380,"35-44","45-54","45-54","45-54"
-935008482,,,10312,,"0-15","16-24","16-24","25-34"
-1428162762,,8409,,,"16-24","25-34","25-34","35-44"
-1265876541,,9149,,,"16-24","16-24","25-34","25-34"
-2022755493,,,,6276,"16-24","25-34","25-34","25-34"
1718155535,964,,,,"45-54","45-54","55-64","55-64"
-1278206556,,,,3776,"35-44","35-44","35-44","45-54"
-169994409,4339,,,,"16-24","25-34","25-34","35-44"
1818337887,60,,,,"25-34","25-34","35-44","35-44"
-1282536539,,,16643,,"25-34","25-34","25-34","35-44"
-1566381152,4370,,,,"16-24","25-34","25-34","35-44"
1696706401,,8579,,,"16-24","16-24","25-34","25-34"
-83278077,,9135,,,"16-24","16-24","25-34","25-34"
-511908160,,,16403,,"16-24","16-24","25-34","25-34"
-992383601,,,,5003,"16-24","25-34","25-34","35-44"
1379690565,5538,3046,,3046,"35-44","35-44","45-54","45-54"
1606173603,2280,,,,"35-44","35-44","45-54","45-54"
1988971640,136,,,,"35-44","35-44","45-54","45-54"
-361159122,1202,,,,"45-54","45-54","55-64","55-64"
-2051152604,,,,3662,"16-24","25-34","25-34","25-34"
675571924,6064,,,,"35-44","35-44","45-54","45-54"
-1706458927,24,,,,"45-54","45-54","45-54","55-64"
-1351720846,,7386,,,"65-74","65-74","75-84","75-84"
1653531364,,7622,,,"16-24","25-34","25-34","25-34"
305954030,6480,,,3431,"16-24","25-34","25-34","35-44"
1603580315,4139,,,,"35-44","35-44","45-54","45-54"
-1500306116,512,,,,"25-34","25-34","35-44","35-44"
-96038382,,7759,,,"16-24","16-24","25-34","25-34"
-1041612910,4115,,,,"55-64","55-64","65-74","65-74"
-1911476789,,5868,,5868,"25-34","35-44","35-44","35-44"
-895652454,4157,,,,"16-24","25-34","25-34","35-44"
-303697680,,,10214,,"16-24","25-34","25-34","25-34"
1364759115,83,,,,"65-74","65-74","75-84","75-84"
-1673901169,,,,5847,"35-44","45-54","45-54","45-54"
448869274,,7625,,,"25-34","25-34","35-44","35-44"
-1151766981,1301,7053,,,"25-34","25-34","25-34","35-44"
-1385774656,2150,1645,,1645,"45-54","45-54","55-64","55-64"
988704981,3517,,2193,2193,"35-44","35-44","45-54","45-54"
-1695684335,,7050,,,"35-44","35-44","45-54","45-54"
721022048,,7965,,,"16-24","25-34","25-34","25-34"
338341054,1406,,,,"45-54","55-64","55-64","65-74"
-479542648,,,,5312,"16-24","25-34","25-34","35-44"
-455965712,5596,3081,3081,,"16-24","25-34","25-34","35-44"
-668952733,,,,3498,"25-34","25-34","35-44","35-44"
1311676119,5213,,,,"35-44","45-54","45-54","55-64"
1032524147,4425,2632,,2632,"16-24","25-34","25-34","35-44"
902286943,,,,4439,"16-24","25-34","25-34","35-44"
-2021722167,,,,4453,"45-54","45-54","55-64","55-64"
1718842638,,,13121,,"0-15","16-24","16-24","25-34"
-1091083940,,,,5213,"16-24","16-24","25-34","25-34"
1560008548,2219,,,,"35-44","35-44","45-54","45-54"
-1087392542,,,15232,,"45-54","55-64","55-64","65-74"
-1290158853,3064,,,,"55-64","55-64","65-74","65-74"
-1297219080,,9542,,5297,"16-24","25-34","25-34","35-44"
-461357624,5501,3024,,,"35-44","45-54","45-54","55-64"
1879823085,,4241,,,"25-34","35-44","35-44","45-54"
1574554289,3715,,,,"45-54","45-54","55-64","55-64"
-921907028,,,,5907,"16-24","25-34","25-34","35-44"
-1941339683,,9422,,,"16-24","16-24","25-34","25-34"
1747698932,2800,,,,"25-34","35-44","35-44","45-54"
-96802827,,9323,,,"0-15","16-24","16-24","25-34"
-1466218457,,,,4433,"35-44","35-44","45-54","45-54"
361039481,,,10397,,"35-44","45-54","45-54","45-54"
-899929305,,,,4444,"16-24","25-34","25-34","25-34"
-530744517,,"5935,3449",3449,"3449,5935","45-54","45-54","55-64","55-64"
2093266859,,765,,,"35-44","35-44","45-54","45-54"
682390158,2836,,,,"35-44","35-44","45-54","45-54"
-994910742,,,,3694,"35-44","35-44","45-54","45-54"
-61730998,2790,,,,"35-44","45-54","45-54","55-64"
-1953405630,,9381,,,"0-15","16-24","25-34","25-34"
-965837982,1231,,,1284,"25-34","25-34","35-44","35-44"
1763161922,,8447,,,"16-24","16-24","25-34","25-34"
-542065777,,7840,,,"0-15","16-24","16-24","25-34"
-966443117,,9232,,,"0-15","16-24","16-24","25-34"
1131558030,2071,,,,"55-64","65-74","65-74","75-84"
1758004997,,3352,3352,3352,"35-44","35-44","45-54","45-54"
-1435903795,,,,3557,"35-44","35-44","35-44","45-54"
292406196,4450,,,,"25-34","35-44","35-44","35-44"
922325403,,6733,,,"16-24","25-34","25-34","35-44"
279906449,,6700,,,"16-24","25-34","25-34","25-34"
-827497582,,9570,,,"16-24","16-24","25-34","25-34"
-1977950052,,,6200,6200,"35-44","45-54","45-54","55-64"
-1991690925,2177,,,,"25-34","35-44","35-44","35-44"
-1910153639,,6575,,,"25-34","35-44","35-44","45-54"
-236779837,4832,,,,"25-34","25-34","35-44","35-44"
1705260148,,,10290,,"0-15","16-24","16-24","25-34"
1119156202,,,5353,5353,"16-24","25-34","25-34","25-34"
417913620,,4631,,,"25-34","35-44","35-44","45-54"
-1099311396,5504,,,,"16-24","25-34","25-34","35-44"
1374171827,,,,3848,"55-64","55-64","65-74","65-74"
973630767,1046,,,,"35-44","45-54","45-54","55-64"
1558346840,,,16306,,"16-24","25-34","25-34","35-44"
1552754107,3861,,,,"45-54","45-54","55-64","55-64"
1915788509,,4948,,4948,"16-24","25-34","25-34","35-44"
-1744690819,5535,,,,"25-34","25-34","35-44","35-44"
-1814814444,3810,2352,,2352,"16-24","25-34","25-34","35-44"
-1911626692,2789,,,1905,"25-34","25-34","35-44","35-44"
1254517683,,6633,,,"16-24","16-24","25-34","25-34"
-918943817,,6636,,,"35-44","35-44","45-54","45-54"
38986263,,8780,,,"25-34","25-34","35-44","35-44"
-1615305005,,,11477,,"16-24","16-24","25-34","25-34"
-452844308,,,11569,,"25-34","25-34","35-44","35-44"
-1790414036,,,,4402,"35-44","45-54","45-54","55-64"
-1174843934,5514,,,,"25-34","25-34","35-44","35-44"
328544078,,6336,,6336,"25-34","35-44","35-44","35-44"
-352956428,,5780,,,"25-34","25-34","35-44","35-44"
-1413994029,748,,,,"35-44","45-54","45-54","45-54"
1059386309,5711,,,3141,"25-34","25-34","35-44","35-44"
485113371,,,,3939,"25-34","25-34","25-34","35-44"
-1867842520,,7972,7972,,"16-24","25-34","25-34","35-44"
1646832619,5638,,,,"45-54","45-54","55-64","55-64"
-171553973,,,10197,,"25-34","35-44","35-44","35-44"
-1603952214,2040,,,,"35-44","35-44","45-54","45-54"
-1196222998,1591,,,,"35-44","45-54","45-54","55-64"
1165384405,,,,4375,"35-44","35-44","35-44","45-54"
1631721654,2823,,,,"25-34","25-34","35-44","35-44"
-1547489241,1716,1511,,1511,"25-34","25-34","35-44","35-44"
1738789236,1310,,,,"35-44","35-44","45-54","45-54"
1557670230,1816,,,,"25-34","25-34","35-44","35-44"
-2043573005,,9394,,,"16-24","16-24","25-34","25-34"
749177058,"4451,5083",,,,"35-44","45-54","45-54","45-54"
1380538807,,,,5895,"35-44","35-44","45-54","45-54"
-1463843487,,9251,10416,,"16-24","16-24","25-34","25-34"
944408000,,8512,,,"35-44","35-44","45-54","45-54"
1113399205,,,,4800,"35-44","35-44","45-54","45-54"
-145246842,6001,5786,,,"35-44","35-44","45-54","45-54"
-690531758,,9403,,,"16-24","25-34","25-34","25-34"
789128850,,,12915,,"35-44","45-54","45-54","55-64"
1845342818,4204,,,,"45-54","45-54","45-54","55-64"
-392662481,,,10254,,"35-44","45-54","45-54","45-54"
-706923061,,,,4443,"16-24","25-34","25-34","35-44"
-1542603804,,5742,5742,5742,"25-34","25-34","25-34","35-44"
1099010141,,,,5291,"55-64","65-74","65-74","75-84"
994761438,,,,5263,"35-44","35-44","45-54","45-54"
862588384,2249,1709,,1709,"25-34","25-34","35-44","35-44"
-1619920295,,,,4819,"25-34","35-44","35-44","45-54"
-104155311,5647,,,3103,"35-44","35-44","45-54","45-54"
-1860911249,,9247,,,"16-24","16-24","25-34","25-34"
1592340419,1445,,,,"25-34","35-44","35-44","35-44"
1631210853,,4711,,4711,"16-24","25-34","25-34","25-34"
-1235005389,,9551,,,"25-34","25-34","25-34","35-44"
-812506116,,,10260,,"0-15","16-24","16-24","25-34"
1007655563,4255,,,,"35-44","35-44","45-54","45-54"
-576518965,,,,5343,"16-24","16-24","25-34","25-34"
1378272905,,,16406,,"0-15","0-15","16-24","16-24"
1085607308,,5922,16572,5922,"16-24","25-34","25-34","25-34"
1207810470,,,,6181,"16-24","16-24","25-34","25-34"
-915193703,273,,,,"25-34","35-44","35-44","45-54"
-1018853811,5767,,,,"16-24","25-34","25-34","35-44"
1882367575,4449,,,,"55-64","55-64","65-74","65-74"
697707280,,,11453,,"16-24","25-34","25-34","35-44"
-1677870414,,,12723,,"16-24","16-24","25-34","25-34"
1488773994,,,11546,,"0-15","0-15","16-24","16-24"
-185111681,,,,3787,"35-44","35-44","45-54","45-54"
-1387763371,,4844,,,"35-44","45-54","45-54","55-64"
-1593490633,6196,,,,"25-34","25-34","35-44","35-44"
-497174882,1140,,,,"25-34","35-44","35-44","45-54"
1257300419,,,,3633,"35-44","35-44","45-54","45-54"
-443623565,3610,,,,"35-44","35-44","45-54","45-54"
2118735612,,7150,,,"25-34","35-44","35-44","45-54"
2104121651,,7079,,,"45-54","45-54","55-64","55-64"
-1173380634,,,10362,,"0-15","0-15","16-24","16-24"
1038659713,,7929,,,"45-54","55-64","55-64","55-64"
-210370775,1247,4967,,4967,"35-44","45-54","45-54","45-54"
471412296,2127,,,1631,"45-54","55-64","55-64","55-64"
552338811,6535,,,,"16-24","25-34","25-34","35-44"
-1156090458,,,7020,,"16-24","16-24","25-34","25-34"
-1084498153,211,976,,976,"25-34","35-44","35-44","45-54"
1067690319,,,12797,,"25-34","25-34","35-44","35-44"
502245293,,,11431,,"45-54","45-54","55-64","55-64"
-1684947519,5123,,,,"25-34","25-34","35-44","35-44"
-1191129354,,5543,,5543,"55-64","55-64","65-74","65-74"
-851102105,65,,,,"35-44","45-54","45-54","55-64"
239665027,,,,4188,"25-34","25-34","35-44","35-44"
1353564462,6502,,,,"35-44","45-54","45-54","55-64"
-1760992347,2650,,,,"45-54","45-54","45-54","55-64"
-907087772,221,,,,"25-34","25-34","35-44","35-44"
1110138918,4559,,,,"25-34","25-34","25-34","35-44"
1276128195,,,16546,,"16-24","25-34","25-34","25-34"
-1079821373,,,16297,,"25-34","25-34","35-44","35-44"
483660733,,4448,,4448,"25-34","35-44","35-44","45-54"
-339959776,888,,,,"25-34","25-34","35-44","35-44"
-743622175,3223,,,,"25-34","35-44","35-44","45-54"
-1468442098,2120,1625,,1625,"35-44","35-44","35-44","45-54"
1173333119,,,,5641,"25-34","25-34","35-44","35-44"
-296695111,,,,3674,"35-44","35-44","45-54","45-54"
-205293103,,6912,,,"25-34","25-34","35-44","35-44"
-1523507252,,,,4926,"25-34","25-34","35-44","35-44"
-773962263,,,,5385,"16-24","25-34","25-34","35-44"
-807259071,2973,,,,"25-34","35-44","35-44","35-44"
1926465958,1522,,,,"35-44","35-44","45-54","45-54"
-1012388015,3304,,,,"45-54","55-64","55-64","55-64"
158876858,,5884,,5884,"16-24","16-24","25-34","25-34"
-1120024912,,9576,,,"16-24","25-34","25-34","35-44"
358389959,,6782,,,"16-24","16-24","25-34","25-34"
2020100942,,,13115,,"0-15","0-15","16-24","16-24"
1149203348,,7778,,,"16-24","16-24","25-34","25-34"
1400594690,161,,,,"25-34","25-34","35-44","35-44"
637933233,2808,,,,"35-44","35-44","35-44","45-54"
161028692,,,10325,3533,"35-44","35-44","45-54","45-54"
-421658844,399,,,,"35-44","35-44","45-54","45-54"
-23209723,,,12681,,"25-34","35-44","35-44","35-44"
1516241758,,,16354,,"16-24","16-24","25-34","25-34"
-2105858498,,6869,,,"16-24","16-24","25-34","25-34"
-2011925576,,8413,8413,,"16-24","16-24","25-34","25-34"
485462153,,6757,,,"25-34","25-34","35-44","35-44"
-1530061813,4116,7766,8741,,"35-44","35-44","45-54","45-54"
-1255173147,,,,4574,"16-24","25-34","25-34","35-44"
1719598273,,8737,,,"45-54","45-54","55-64","55-64"
-1441056908,,,,5833,"35-44","35-44","45-54","45-54"
-1967649853,,7016,,,"16-24","25-34","25-34","35-44"
1256036809,214,,,,"25-34","25-34","25-34","35-44"
542763783,1204,,,,"35-44","35-44","35-44","45-54"
760140221,,,16430,,"25-34","25-34","35-44","35-44"
-891377313,,,16528,,"45-54","55-64","55-64","55-64"
-1253262774,5472,,,"3008,5974","25-34","25-34","25-34","35-44"
1823773339,,,,2073,"35-44","35-44","45-54","45-54"
1019134731,,6749,,,"16-24","25-34","25-34","25-34"
-1182082387,6455,,,,"45-54","45-54","55-64","55-64"
-1668449357,3135,,,,"55-64","55-64","65-74","65-74"
2119683848,573,,,,"25-34","25-34","35-44","35-44"
766668098,,8729,,,"16-24","16-24","25-34","25-34"
-2076003150,4963,,,,"35-44","35-44","45-54","45-54"
-1926626156,647,,,,"35-44","35-44","45-54","45-54"
-1890375993,2087,,,,"25-34","35-44","35-44","45-54"
1651454668,4538,,,,"35-44","35-44","45-54","45-54"
1297855661,,6844,,,"16-24","16-24","25-34","25-34"
137933714,,,,6133,"16-24","25-34","25-34","25-34"
-873835276,,9458,11501,,"16-24","16-24","25-34","25-34"
-1498794859,6079,,,,"25-34","35-44","35-44","35-44"
-803519122,2354,,,,"45-54","45-54","55-64","55-64"
-402535826,1449,,,,"35-44","35-44","45-54","45-54"
26747275,6237,,,,"45-54","45-54","55-64","55-64"
1793874261,4079,6058,,6058,"45-54","45-54","55-64","55-64"
532194413,,,12574,,"0-15","16-24","16-24","25-34"
1718909916,1156,,,,"25-34","35-44","35-44","45-54"
-1618034756,2381,,,,"25-34","35-44","35-44","35-44"
172198917,3714,,,,"25-34","25-34","35-44","35-44"
939441043,2134,,,,"45-54","55-64","55-64","65-74"
-965212206,1543,,,,"16-24","16-24","25-34","25-34"
-673698037,,6849,,,"25-34","25-34","25-34","35-44"
658387437,,9686,,,"16-24","16-24","25-34","25-34"
-1064421622,1540,,,,"16-24","25-34","25-34","35-44"
1528167001,899,,,,"45-54","45-54","55-64","55-64"
978736962,2978,2022,,2022,"25-34","25-34","35-44","35-44"
1902137683,3641,,,,"25-34","25-34","35-44","35-44"
-1945059887,2733,,,,"35-44","35-44","45-54","45-54"
266340393,2913,,,3998,"25-34","25-34","35-44","35-44"
-409067976,3139,,,2098,"25-34","25-34","35-44","35-44"
